#{"t_start": 1744830877.801953, "env_id": "None"}
r,l,t
49.835,166,10436.977429
49.849,152,10439.887119
49.857,144,10440.574309
49.841,160,10445.630311
-52.157,158,10452.720953
49.85,151,10454.755514
49.836998,164,10459.331038
49.836998,164,10467.028999
49.851,150,10470.178287
49.852,149,10470.97598
49.846,155,10474.05567
49.842,159,10482.618347
49.858,143,10485.722061
49.841,160,10488.635953
49.85,151,10491.147163
49.855,146,10497.049008
49.842,159,10501.37312
49.856,145,10504.343042
49.839,162,10505.421365
49.863,138,10508.584749
49.857,144,10512.760947
49.862,139,10515.700015
49.844,157,10517.600121
49.847,154,10521.985623
49.846,155,10528.172167
49.851,150,10529.896406
49.844,157,10533.035682
49.857,144,10536.17111
49.853,148,10541.7511
49.857,144,10543.496679
49.833,168,10547.80927
49.839,162,10554.371437
49.847,154,10558.747379
49.843,158,10560.77616
49.847,154,10565.191694
49.833,168,10573.164247
49.842,159,10578.726795
49.859,142,10579.514026
49.852,149,10584.008201
49.863,138,10588.934197
49.861,140,10592.080238
49.849,152,10592.890207
49.855,146,10596.037981
49.853,148,10600.957761
49.841,160,10606.855558
49.85,151,10607.657386
49.835,166,10613.566759
49.838,163,10620.230064
49.857,144,10621.306016
49.85,151,10625.065941
49.861,140,10628.250489
49.849,152,10634.926042
49.857,144,10637.187549
49.843,158,10640.633835
49.854,147,10643.773261
49.852,149,10649.304205
49.848,153,10653.58452
49.85,151,10654.402857
49.865,136,10657.474704
49.843,158,10666.154261
49.843,158,10669.279416
49.855,146,10670.080104
49.846,155,10673.371387
49.856,145,10678.928192
49.855,146,10682.115594
49.853,148,10682.923076
49.844,157,10688.966687
49.853,148,10694.569661
49.856,145,10697.71115
49.833,168,10702.072102
49.846,155,10705.22614
49.851,150,10711.123848
49.843,158,10715.548826
49.857,144,10716.380385
49.851,150,10719.562168
49.845,156,10727.243133
49.843,158,10733.123017
49.85,151,10733.926778
49.86,141,10737.050313
49.832,169,10745.339976
49.839,162,10748.141752
49.849,152,10750.125013
49.832,169,10755.789765
49.842,159,10763.893025
49.86,141,10765.933873
49.84,161,10769.076424
49.862,139,10769.817817
49.858,143,10779.77321
49.852,149,10780.594702
49.844,157,10783.110557
49.836998,164,10787.637555
49.854,147,10793.279898
49.851,150,10797.910399
49.854,147,10798.640607
49.849,152,10801.840917
49.842,159,10810.598714
49.836,165,10817.470243
49.839,162,10819.377225
49.829,172,10825.326999
49.855,146,10830.903695
49.833,168,10837.647164
49.844,157,10837.64723
49.832,169,10843.332256
49.821,180,10849.745275
49.862,139,10851.172001
49.836,165,10855.837468
49.85,151,10860.387073
49.854,147,10864.752593
49.858,143,10865.557383
49.829998,171,10871.832907
49.855,146,10876.855861
49.857,144,10878.285965
49.87,131,10879.707748
49.853,148,10884.202986
49.848,153,10888.805475
49.859,142,10889.67308
49.845,156,10893.691521
49.846,155,10900.629529
49.853,148,10903.182174
49.868,133,10905.399089
49.844,157,10909.824313
49.857,144,10915.476519
49.858,143,10918.661329
49.857,144,10919.501854
49.844,157,10924.043149
49.852,149,10928.761403
49.86,141,10929.487621
49.846,155,10933.951738
49.834,167,10942.411716
49.842,159,10947.792087
49.854,147,10948.540934
49.855,146,10951.892538
49.838,163,10960.848453
49.854,147,10962.539934
49.831,170,10965.71112
49.842,159,10969.711905
49.845,156,10976.428214
49.851,150,10978.972893
49.847,154,10979.717788
49.864,137,10980.52919
49.853,148,10991.206288
49.851,150,10991.960385
49.849,152,10992.710634
49.844,157,10995.652402
49.858,143,11003.949948
49.831,170,11011.975589
49.847,154,11013.92516
49.841,160,11019.936758
49.85,151,11025.643998
49.848,153,11030.128947
49.829,172,11033.849509
49.839,162,11037.398187
49.857,144,11040.664999
49.863,138,11046.388795
49.854,147,11049.619749
49.852,149,11050.439405
49.852,149,11053.630534
49.855,146,11059.289092
49.842,159,11065.291112
49.836,165,11070.39278
49.864,137,11071.776777
49.845,156,11077.403927
49.834,167,11082.814117
49.847,154,11084.266299
49.853,148,11086.549411
49.827,174,11095.514518
49.856,145,11096.39635
49.834,167,11099.849976
49.851,150,11100.592003
49.85,151,11109.099605
49.843,158,11111.236195
49.857,144,11111.236284
49.847,154,11111.986092
49.836998,164,11124.978384
49.859,142,11125.842056
49.838,163,11128.419012
49.839,162,11131.369244
49.838,163,11145.200283
49.844,157,11148.183947
49.858,143,11148.899224
49.839,162,11152.777854
49.851,150,11163.512673
49.857,144,11164.347321
49.844,157,11167.526255
49.843,158,11169.849047
49.844,157,11182.75706
49.858,143,11183.56645
49.843,158,11187.040459
49.845,156,11189.088794
49.853,148,11198.354335
49.844,157,11200.457634
49.843,158,11203.435114
49.86,141,11204.192611
49.852,149,11214.872338
49.856,145,11215.68655
49.861,140,11216.456507
49.87,131,11217.205348
49.844,157,11228.782753
49.849,152,11230.816248
49.849,152,11232.937611
49.836,165,11235.870664
49.845,156,11246.611768
49.846,155,11248.601812
49.856,145,11249.353195
49.852,149,11250.11999
49.847,154,11261.072719
49.842,159,11262.118062
49.849,152,11264.085115
49.836998,164,11268.578501
49.862,139,11277.747946
49.842,159,11279.795927
49.834,167,11283.652713
49.838,163,11288.127899
49.851,150,11297.322367
49.825,176,11301.945881
49.851,150,11302.658941
49.848,153,11304.809593
49.861,140,11310.183479
49.847,154,11315.356108
49.839,162,11316.793622
49.861,140,11318.827044
49.86,141,11323.140033
49.854,147,11327.983559
49.856,145,11331.509537
49.842,159,11332.65708
49.852,149,11336.870731
49.839,162,11347.235091
49.847,154,11349.839621
49.847,154,11350.668851
49.85,151,11352.736979
49.854,147,11360.603051
49.849,152,11362.609833
49.851,150,11363.420755
49.857,144,11364.256753
49.836998,164,11376.033085
49.845,156,11378.467768
49.841,160,11379.521974
49.854,147,11380.329693
49.857,144,11389.255914
49.839,162,11394.150069
49.822998,178,11394.995559
49.839,162,11399.125968
49.852,149,11409.327923
49.859,142,11410.427845
49.859,142,11411.273371
49.85,151,11412.437093
49.846,155,11422.991444
49.856,145,11423.753595
49.842,159,11427.390181
49.843,158,11430.459234
49.849,152,11441.441813
49.836998,164,11442.17038
49.849,152,11443.030804
49.839,162,11446.903963
49.86,141,11452.299181
49.853,148,11454.266105
49.863,138,11456.057199
49.834,167,11465.285919
49.836,165,11468.597673
49.842,159,11469.3422
49.828,173,11473.791046
49.843,158,11481.24779
49.843,158,11487.932462
49.831,170,11491.744713
49.853,148,11492.879682
49.857,144,11496.252655
49.854,147,11502.111275
49.857,144,11507.050086
49.843,158,11508.732578
49.818,183,11518.879718
49.843,158,11522.189144
49.857,144,11523.026796
49.848,153,11525.04548
49.847,154,11536.282807
49.85,151,11537.1034
49.842,159,11540.033398
49.834,167,11544.677697
49.834,167,11554.347961
49.868,133,11555.102432
49.846,155,11559.209165
49.844,157,11561.215271
49.851,150,11570.432564
49.836998,164,11573.08481
49.852,149,11573.972124
49.858,143,11574.726841
49.849,152,11587.030193
49.848,153,11587.789652
49.843,158,11588.66126
49.858,143,11589.393556
49.838,163,11602.289954
49.842,159,11604.321992
49.847,154,11606.438254
49.848,153,11607.181046
49.866,135,11616.735744
49.866,135,11617.490486
49.852,149,11618.402702
49.856,145,11618.402787
49.849,152,11627.487811
49.838,163,11631.113405
49.86,141,11631.960958
49.857,144,11632.701925
49.855,146,11642.321658
49.841,160,11645.352885
49.85,151,11646.195255
49.849,152,11648.19077
49.832,169,11662.357201
49.848,153,11663.121897
49.842,159,11668.216229
49.842,159,11670.237083
49.833,168,11683.069979
49.841,160,11685.43067
49.854,147,11686.256997
49.849,152,11687.00096
49.861,140,11696.291209
49.839,162,11699.325687
49.851,150,11702.433691
49.84,161,11703.505828
49.86,141,11713.272224
49.847,154,11714.435831
49.854,147,11715.199181
49.841,160,11718.185805
49.847,154,11729.880098
49.842,159,11730.656318
49.851,150,11732.707731
49.846,155,11734.76274
49.848,153,11746.772608
49.838,163,11749.13612
49.846,155,11751.165553
49.818,183,11751.997557
49.853,148,11760.409544
49.849,152,11761.186108
49.854,147,11762.025122
49.849,152,11762.766952
49.85,151,11775.117888
49.849,152,11775.901538
49.843,158,11780.351074
49.831,170,11781.200662
49.858,143,11792.055393
49.865,136,11792.818952
49.851,150,11793.617724
49.858,143,11794.456464
49.847,154,11804.032561
49.836998,164,11805.779973
49.847,154,11807.866955
49.838,163,11810.9416
49.852,149,11822.162195
49.829998,171,11825.537866
49.843,158,11828.224336
49.85,151,11829.078292
49.85,151,11840.319262
49.864,137,11844.667403
49.827,174,11845.467808
49.842,159,11848.156119
49.846,155,11865.078426
49.819,182,11865.851769
49.855,146,11866.628804
49.846,155,11868.663468
49.845,156,11879.017439
49.843,158,11881.180159
49.836998,164,11882.022744
49.848,153,11882.785389
49.86,141,11891.237028
49.852,149,11892.002919
49.853,148,11895.017129
49.842,159,11896.114076
49.857,144,11902.949345
49.843,158,11905.093879
49.844,157,11910.164229
49.829,172,11910.964396
49.853,148,11921.497986
49.856,145,11924.530015
49.825,176,11926.387995
49.835,166,11930.122621
49.852,149,11940.668347
49.859,142,11941.448435
49.845,156,11944.588386
49.854,147,11945.386235
49.852,149,11956.624785
49.839,162,11959.671081
49.862,139,11960.470202
49.85,151,11961.319229
49.843,158,11971.742365
49.845,156,11974.766764
49.852,149,11976.958915
49.813,188,11982.706501
49.846,155,11992.511538
49.843,158,11996.145464
49.855,146,11997.000611
49.839,162,12001.086493
49.865,136,12005.934952
49.857,144,12009.386525
49.843,158,12012.691484
49.841,160,12019.084339
49.846,155,12025.95926
49.857,144,12027.547755
49.854,147,12030.001293
49.86,141,12033.057035
49.843,158,12040.999707
49.871,130,12041.841976
49.848,153,12046.495883
49.854,147,12050.216357
49.863,138,12053.575643
49.859,142,12054.433927
49.849,152,12058.793581
49.851,150,12063.695294
49.859,142,12067.141708
49.838,163,12070.304047
49.855,146,12073.063946
49.827,174,12081.27639
49.841,160,12086.316725
49.855,146,12087.191258
49.845,156,12091.88703
49.829,172,12103.78006
49.846,155,12104.589423
49.856,145,12105.430186
49.843,158,12107.544733
49.852,149,12119.402053
49.831,170,12121.167542
49.838,163,12123.216972
49.829,172,12128.717019
49.847,154,12138.240632
49.829998,171,12139.768829
49.838,163,12141.798769
49.841,160,12145.099151
49.849,152,12150.993915
49.856,145,12154.705034
49.833,168,12156.862458
49.86,141,12157.695714
49.867,134,12166.222029
49.862,139,12169.565753
49.851,150,12170.481183
49.822,179,12178.451783
49.85,151,12181.842324
49.843,158,12183.927808
49.856,145,12186.114978
49.861,140,12192.909959
49.84,161,12199.249353
49.848,153,12200.056165
49.854,147,12203.21294
49.848,153,12210.950045
49.852,149,12214.395291
49.845,156,12220.126068
49.831,170,12220.908126
49.858,143,12224.353772
49.844,157,12232.370274
49.848,153,12237.223741
49.849,152,12238.013261
49.844,157,12242.866154
49.841,160,12250.470959
49.849,152,12255.187163
49.843,158,12257.337135
49.858,143,12258.174444
49.84,161,12271.448738
49.859,142,12272.32183
49.846,155,12274.416107
49.85,151,12275.257181
49.853,148,12286.190926
49.858,143,12287.060727
49.844,157,12289.250877
49.839,162,12293.146533
49.849,152,12300.764094
49.842,159,12304.600642
49.838,163,12308.330654
49.847,154,12311.32519
49.852,149,12322.430707
49.829998,171,12323.921088
49.85,151,12324.723366
49.852,149,12325.546468
49.856,145,12338.986804
49.836,165,12339.858943
49.846,155,12341.958566
49.854,147,12342.785
49.846,155,12355.562152
49.845,156,12358.711036
49.836998,164,12362.471772
49.858,143,12363.255839
49.853,148,12374.081521
49.856,145,12374.96451
49.854,147,12375.797767
49.851,150,12376.588612
49.849,152,12387.26037
49.85,151,12388.135003
49.844,157,12391.303965
49.835,166,12394.780679
49.848,153,12406.040076
49.849,152,12406.91843
49.854,147,12407.754277
49.841,160,12411.670394
49.856,145,12420.473839
49.836998,164,12424.659169
49.857,144,12425.462342
49.849,152,12426.986131
49.86,141,12436.146219
49.851,150,12440.969059
49.852,149,12441.783509
49.85,151,12446.901578
49.857,144,12453.071197
49.852,149,12456.955381
49.828,173,12459.87787
49.854,147,12463.321728
49.853,148,12469.491869
49.857,144,12474.119331
49.824,177,12475.647382
49.836998,164,12482.39562
49.845,156,12489.304656
49.844,157,12495.886642
49.839,162,12499.480361
49.855,146,12500.282844
49.845,156,12505.30036
49.856,145,12510.263927
49.844,157,12517.487264
49.829,172,12518.281871
49.86,141,12521.480538
49.843,158,12528.632733
49.851,150,12533.469157
49.85,151,12534.268084
49.849,152,12537.787951
49.851,150,12543.29399
49.854,147,12548.113522
49.836,165,12551.289022
49.853,148,12554.434389
49.838,163,12565.078077
49.836,165,12570.569733
49.854,147,12571.365385
49.838,163,12575.966812
49.831,170,12586.560629
49.854,147,12587.402818
49.849,152,12589.170131
49.853,148,12590.051041
49.849,152,12599.957058
49.85,151,12601.77118
49.846,155,12602.907118
49.838,163,12607.196193
49.858,143,12612.062997
49.855,146,12615.575121
49.84,161,12619.0641
49.86,141,12620.290318
49.848,153,12631.05849
49.841,160,12635.868047
49.849,152,12638.01687
49.839,162,12641.828915
49.832,169,12652.025189
49.858,143,12652.810029
49.863,138,12653.610981
49.844,157,12657.574903
49.846,155,12669.260613
49.845,156,12672.00565
49.844,157,12674.138197
49.854,147,12675.036386
49.858,143,12686.842308
49.85,151,12688.646376
49.841,160,12689.550121
49.838,163,12694.158157
49.853,148,12700.703323
49.852,149,12703.283804
49.843,158,12705.522749
49.846,155,12709.421431
49.858,143,12714.311185
49.842,159,12719.241403
49.84,161,12721.508946
49.859,142,12724.782287
49.857,144,12730.946965
49.85,151,12734.386141
49.832,169,12738.018148
49.852,149,12741.581713
49.841,160,12750.903988
49.859,142,12752.034619
49.858,143,12752.977386
49.852,149,12753.852109
49.836998,164,12767.43541
49.836998,164,12768.23696
49.857,144,12769.135355
49.853,148,12769.999492
49.867,134,12781.681783
49.847,154,12784.859877
49.85,151,12785.765192
49.846,155,12789.178322
49.831,170,12799.82362
49.855,146,12800.619656
49.846,155,12802.851488
49.863,138,12803.694493
49.844,157,12818.202693
49.836,165,12819.002675
49.856,145,12819.895331
49.851,150,12820.762618
49.853,148,12831.085107
49.851,150,12831.889396
49.835,166,12834.818182
49.82,181,12839.385458
49.863,138,12848.502081
49.848,153,12851.648839
49.861,140,12852.552352
49.854,147,12853.467726
49.864,137,12862.357965
49.844,157,12867.184766
49.841,160,12870.720957
49.833,168,12877.336837
49.851,150,12883.239757
49.849,152,12887.497506
49.834,167,12892.107694
49.847,154,12897.139538
49.848,153,12904.005313
49.847,154,12908.104219
49.821,180,12914.791224
49.86,141,12915.617191
49.845,156,12921.902452
49.853,148,12926.928688
49.845,156,12933.674974
49.846,155,12935.536823
49.821,180,12946.612584
49.836,165,12949.769578
49.849,152,12950.771552
49.846,155,12952.959797
49.841,160,12966.400976
49.85,151,12967.194918
49.863,138,12968.153253
49.858,143,12968.998321
49.853,148,12978.164202
49.838,163,12981.984152
49.845,156,12985.969339
49.835,166,12989.51927
49.847,154,13000.828019
49.848,153,13001.658758
49.862,139,13002.581985
49.829,172,13009.547525
49.85,151,13022.461009
49.829998,171,13023.283987
49.845,156,13026.518598
49.853,148,13027.42637
49.858,143,13035.885533
49.839,162,13040.84903
49.841,160,13043.734435
49.833,168,13050.396044
49.841,160,13059.705425
49.863,138,13060.519766
49.855,146,13064.179794
49.842,159,13070.707134
49.854,147,13074.653912
49.843,158,13076.935497
49.841,160,13083.035583
49.851,150,13089.352305
49.85,151,13092.66376
49.845,156,13094.896943
49.857,144,13097.854716
49.847,154,13105.050687
49.844,157,13110.003879
49.849,152,13110.807798
49.85,151,13114.460342
49.855,146,13119.431811
49.856,145,13126.106908
49.836998,164,13129.774589
49.85,151,13131.049019
49.843,158,13138.982758
49.845,156,13145.330113
49.846,155,13148.2249
49.848,153,13151.868567
49.858,143,13153.833324
49.86,141,13161.182638
49.838,163,13165.568665
49.836,165,13170.24526
49.853,148,13172.188869
49.843,158,13184.233602
49.845,156,13187.102628
49.862,139,13188.014876
49.852,149,13188.932899
49.859,142,13197.576364
49.856,145,13199.432937
49.839,162,13203.712227
49.852,149,13204.642908
49.853,148,13214.613768
49.858,143,13217.132618
49.851,150,13218.091829
49.808,193,13227.857245
49.851,150,13230.116625
49.836998,164,13230.958418
49.836,165,13236.100365
49.857,144,13241.636844
49.853,148,13245.262274
49.844,157,13248.866043
49.841,160,13257.596473
49.859,142,13263.666718
49.85,151,13267.26033
49.858,143,13268.091691
49.857,144,13271.804429
49.845,156,13278.686216
49.852,149,13282.331156
49.842,159,13286.264773
49.852,149,13289.999239
49.833,168,13299.954949
49.86,141,13304.95244
49.84,161,13306.121429
49.844,157,13311.001248
49.852,149,13317.248396
49.841,160,13324.379666
49.835,166,13325.211914
49.828,173,13331.319719
49.846,155,13336.651827
49.853,148,13340.249902
49.836998,164,13343.484607
49.848,153,13348.607551
49.855,146,13355.066016
49.841,160,13360.813642
49.836998,164,13366.839866
49.844,157,13369.181611
49.846,155,13376.146902
49.842,159,13384.326406
49.851,150,13385.520118
49.863,138,13388.207478
49.846,155,13395.110196
49.861,140,13398.749938
49.835,166,13404.497139
49.834,167,13409.581485
49.863,138,13412.555179
49.845,156,13420.539079
49.839,162,13424.91591
49.842,159,13428.656461
49.832,169,13434.070853
49.842,159,13444.271698
49.85,151,13448.318672
49.863,138,13449.268873
49.857,144,13451.599316
49.845,156,13461.727981
49.851,150,13465.356107
49.841,160,13470.511093
49.854,147,13471.398623
49.865,136,13480.279732
49.847,154,13484.950526
49.849,152,13487.315921
49.851,150,13490.28037
49.851,150,13497.429525
49.851,150,13500.799432
49.836,165,13503.859788
49.85,151,13508.130588
49.852,149,13514.960391
49.86,141,13518.252089
49.847,154,13520.814352
49.849,152,13524.44275
49.844,157,13531.732914
49.854,147,13535.113225
49.861,140,13536.492301
49.859,142,13537.366554
49.853,148,13547.602386
49.851,150,13548.792759
49.844,157,13552.860066
49.844,157,13556.706364
49.85,151,13563.113403
49.844,157,13569.193455
49.858,143,13570.186904
49.852,149,13573.113378
49.853,148,13579.549082
49.846,155,13584.558172
49.84,161,13588.372743
49.845,156,13594.454121
49.846,155,13600.919403
49.859,142,13604.249997
49.851,150,13611.485161
49.834,167,13612.46345
49.861,140,13615.749528
49.852,149,13618.56661
49.859,142,13623.789757
49.852,149,13624.654536
49.856,145,13627.661989
49.85,151,13633.434715
49.836998,164,13643.548624
49.84,161,13644.408519
49.866,135,13647.398258
49.832,169,13648.228187
49.86,141,13656.365157
49.841,160,13661.477205
49.848,153,13662.394627
49.848,153,13665.077489
49.851,150,13673.863564
49.85,151,13676.820413
49.851,150,13678.769595
49.854,147,13679.994116
49.85,151,13689.526243
49.836,165,13693.91546
49.856,145,13695.856918
49.838,163,13700.704803
49.848,153,13711.649158
49.811,190,13712.574303
49.856,145,13713.443606
49.827,174,13717.130607
49.848,153,13728.917386
49.845,156,13731.208542
49.846,155,13733.4564
49.851,150,13735.731384
49.843,158,13751.05664
49.833,168,13751.923533
49.841,160,13755.199053
49.851,150,13756.091572
49.862,139,13767.533234
49.864,137,13768.401643
49.841,160,13772.078322
49.854,147,13772.951241
49.853,148,13783.963913
49.842,159,13787.316471
49.849,152,13788.219149
49.853,148,13791.48976
49.843,158,13805.828378
49.838,163,13809.21767
49.864,137,13810.114377
49.824,177,13813.407685
49.829,172,13829.028578
49.836998,164,13829.978203
49.836,165,13834.020258
49.852,149,13834.883929
49.861,140,13844.883272
49.84,161,13848.615162
49.848,153,13849.489334
49.859,142,13850.329109
49.829998,171,13865.057345
49.842,159,13869.123951
49.848,153,13869.984885
49.84,161,13873.236829
49.846,155,13886.084542
49.844,157,13890.826165
49.852,149,13890.826252
49.833,168,13894.195769
49.85,151,13904.659906
49.858,143,13905.616867
49.846,155,13909.299189
49.85,151,13910.170014
49.856,145,13920.795132
49.839,162,13926.953295
49.822998,178,13927.885959
49.838,163,13931.552089
49.859,142,13941.080286
49.853,148,13945.270846
49.833,168,13946.862406
49.857,144,13947.710621
49.846,155,13960.20058
49.854,147,13961.209663
49.859,142,13963.147807
49.842,159,13965.078391
49.874,127,13972.68547
49.857,144,13976.262336
49.829998,171,13983.998581
49.841,160,13984.851256
49.852,149,13990.015055
49.846,155,13997.474135
49.861,140,14000.457159
49.841,160,14003.443449
49.853,148,14009.721743
49.859,142,14016.034032
49.852,149,14020.498035
49.859,142,14021.364904
49.854,147,14025.115392
49.856,145,14031.124138
49.857,144,14034.489727
49.855,146,14035.353504
49.851,150,14039.830097
49.829998,171,14048.324978
49.843,158,14054.183863
49.852,149,14055.040316
49.842,159,14060.777406
49.831,170,14070.865181
49.854,147,14072.446306
49.842,159,14073.665036
49.852,149,14074.625524
49.846,155,14088.348253
49.845,156,14090.403955
49.836,165,14091.268986
49.834,167,14095.788022
49.839,162,14108.431021
49.845,156,14111.965194
49.834,167,14112.847125
49.86,141,14113.82123
49.844,157,14127.65842
49.844,157,14129.556821
49.844,157,14132.221026
49.85,151,14133.160108
49.853,148,14143.939775
49.852,149,14145.834124
49.848,153,14149.179834
49.848,153,14151.196925
49.852,149,14166.045271
49.857,144,14166.951959
49.828,173,14167.92004
49.846,155,14170.985449
49.843,158,14185.870027
49.848,153,14190.742364
49.832,169,14191.620667
49.844,157,14195.400494
49.852,149,14207.469593
49.838,163,14213.14163
49.845,156,14214.005264
49.842,159,14217.071512
49.86,141,14227.532017
49.858,143,14228.541257
49.851,150,14230.48542
49.862,139,14231.401375
49.854,147,14246.254885
49.845,156,14249.789588
49.851,150,14251.743336
49.851,150,14252.678278
49.836,165,14266.049759
49.841,160,14271.4022
49.841,160,14272.277012
49.854,147,14273.172642
49.84,161,14286.249627
49.855,146,14288.556165
49.851,150,14289.50404
49.853,148,14292.865627
49.857,144,14301.919477
49.848,153,14305.830872
49.829998,171,14309.597249
49.84,161,14310.494169
49.829998,171,14322.847863
49.843,158,14325.643723
49.85,151,14330.16624
49.84,161,14331.051005
49.847,154,14344.606583
49.854,147,14345.566074
49.855,146,14347.62342
49.818,183,14350.318154
49.853,148,14363.98085
49.858,143,14367.697455
49.822,179,14370.021926
49.848,153,14372.745355
49.848,153,14386.851902
49.844,157,14389.905943
49.836,165,14393.367284
49.845,156,14396.391341
49.854,147,14409.496228
49.858,143,14410.399007
49.842,159,14413.914384
49.831,170,14419.443653
49.865,136,14428.35264
49.839,162,14429.574807
49.841,160,14434.219462
49.846,155,14439.359054
49.862,139,14442.087429
49.849,152,14445.143024
49.866,135,14452.29204
49.833,168,14456.51133
49.85,151,14457.848898
49.85,151,14462.298732
49.855,146,14466.91975
49.839,162,14474.101844
49.857,144,14479.123594
49.841,160,14479.985582
49.862,139,14491.188516
49.819,182,14492.116097
49.851,150,14498.2055
49.836998,164,14500.855683
49.85,151,14509.18187
49.839,162,14514.39077
49.853,148,14516.879748
49.843,158,14518.512338
49.851,150,14525.160569
49.84,161,14530.510891
49.857,144,14531.447352
49.843,158,14535.747025
49.852,149,14542.147375
49.839,162,14546.747933
49.857,144,14547.65817
49.847,154,14553.218405
49.836,165,14564.758627
49.842,159,14568.560933
49.846,155,14572.304121
49.843,158,14577.285788
49.832,169,14588.466989
49.849,152,14591.920626
49.843,158,14594.98154
49.847,154,14598.421917
49.846,155,14612.757148
49.85,151,14616.190541
49.85,151,14617.102225
49.856,145,14618.008888
49.846,155,14633.354779
49.863,138,14634.255954
49.84,161,14638.06917
49.846,155,14639.993377
49.848,153,14654.174373
49.84,161,14655.133783
49.859,142,14658.588742
49.836998,164,14659.486932
49.857,144,14670.032654
49.842,159,14672.862015
49.829,172,14678.906272
49.835,166,14679.791244
49.854,147,14687.712863
49.853,148,14690.626227
49.854,147,14691.569454
49.844,157,14695.61225
49.852,149,14702.46907
49.859,142,14706.002748
49.845,156,14711.000272
49.85,151,14712.63615
49.866,135,14716.617094
49.846,155,14719.826824
49.845,156,14727.716796
49.836,165,14730.489948
49.855,146,14731.543928
49.842,159,14735.579384
49.856,145,14740.845138
49.825,176,14748.233564
49.854,147,14751.759975
49.851,150,14758.113132
49.839,162,14768.205683
49.841,160,14772.440673
49.846,155,14775.618514
49.843,158,14779.711293
49.833,168,14791.593118
49.864,137,14792.615551
49.839,162,14795.359802
49.839,162,14800.736734
49.849,152,14814.394524
49.817,184,14815.27812
49.852,149,14816.161459
49.852,149,14819.686423
49.852,149,14830.476743
49.857,144,14832.93703
49.851,150,14834.163168
49.85,151,14835.156731
49.863,138,14844.780757
49.851,150,14846.891604
49.829,172,14849.63571
49.849,152,14852.406778
49.85,151,14867.282271
49.847,154,14868.268106
49.836998,164,14871.779311
49.847,154,14874.922497
49.856,145,14889.901293
49.842,159,14890.77938
49.85,151,14892.845537
49.858,143,14893.756252
49.857,144,14906.247297
49.848,153,14907.227398
49.846,155,14912.263662
49.849,152,14913.898462
49.84,161,14927.020812
49.82,181,14927.928898
49.856,145,14928.849508
49.857,144,14929.769011
49.849,152,14938.857394
49.844,157,14941.611938
49.848,153,14944.893609
49.84,161,14945.810147
49.835,166,14960.492308
49.855,146,14963.631799
49.839,162,14964.53693
49.852,149,14965.435398
49.849,152,14979.205723
49.865,136,14980.888224
49.847,154,14983.288548
49.849,152,14985.287148
49.849,152,14999.503495
49.852,149,15001.984621
49.853,148,15003.967983
49.828,173,15004.956864
49.859,142,15015.697896
49.857,144,15016.989999
49.838,163,15022.059094
49.824,177,15022.980757
49.849,152,15035.549303
49.846,155,15038.652045
49.857,144,15039.655861
49.854,147,15040.58605
49.838,163,15056.925836
49.85,151,15057.799035
49.846,155,15061.544231
49.849,152,15062.834465
49.852,149,15076.019285
49.845,156,15078.752398
49.862,139,15080.066122
49.849,152,15082.549942
49.852,149,15093.643692
49.85,151,15097.333932
49.831,170,15101.236637
49.826,175,15102.235394
49.854,147,15114.294363
49.838,163,15117.441333
49.842,159,15120.963853
49.826,175,15125.991923
49.852,149,15134.475703
49.846,155,15140.7795
49.847,154,15143.952701
49.853,148,15147.267652
49.852,149,15157.626085
49.836998,164,15161.16039
49.843,158,15164.710471
49.848,153,15169.767858
49.853,148,15176.634559
49.853,148,15185.615002
49.835,166,15186.511271
49.836998,164,15193.119149
49.841,160,15201.251276
49.85,151,15207.652109
49.846,155,15207.652198
49.838,163,15213.799699
49.848,153,15221.17697
49.852,149,15225.935385
49.848,153,15228.271113
49.851,150,15232.302575
49.857,144,15237.774359
49.846,155,15244.097879
49.849,152,15244.991691
49.859,142,15248.631588
49.85,151,15254.608825
49.852,149,15260.172951
49.846,155,15262.200046
49.851,150,15268.378115
49.834,167,15279.831739
49.854,147,15284.714527
49.839,162,15285.640118
49.847,154,15289.811639
49.856,145,15296.724878
49.846,155,15303.77294
49.851,150,15304.710433
49.856,145,15308.039191
49.854,147,15313.899545
49.851,150,15321.220643
49.847,154,15322.127484
49.849,152,15326.837713
49.835,166,15336.177672
49.857,144,15339.010738
49.849,152,15340.676284
49.836,165,15346.847666
49.856,145,15354.890112
49.853,148,15358.788944
49.859,142,15359.717724
49.858,143,15363.794366
49.856,145,15369.120463
49.846,155,15376.837249
49.842,159,15378.139951
49.855,146,15383.160676
49.844,157,15393.936644
49.859,142,15395.282972
49.843,158,15398.815402
49.85,151,15402.804343
49.848,153,15414.557472
49.841,160,15418.784445
49.858,143,15419.712127
49.854,147,15422.557775
49.862,139,15431.088943
49.853,148,15436.891984
49.836,165,15438.553293
49.85,151,15442.657054
49.858,143,15446.254897
49.842,159,15457.646025
49.844,157,15461.398076
49.835,166,15462.292049
49.858,143,15463.285351
49.852,149,15475.92501
49.855,146,15476.95615
49.852,149,15479.345496
49.842,159,15484.068406
49.857,144,15495.717117
49.849,152,15498.214467
49.818,183,15499.177736
49.839,162,15503.941908
49.844,157,15516.648427
49.839,162,15517.571365
49.836,165,15519.69522
49.842,159,15523.738411
49.843,158,15537.6711
49.836998,164,15538.586859
49.845,156,15541.808105
